gene	cluster	T1	T2	T3	T4	T5	T6	T7
AACSP1_chr5:178191369	0	0.496039942821	0.496331337417	0.441940097678	0.282810584804	0.220280252468	0.219306334539	0.23240224729
AACSP1_chr5:178192637	0	0.498405238436	0.497634629525	0.437552727001	0.275363999634	0.214536797185	0.212885628207	0.226804968289
AACSP1_chr5:178194942	0	0.494614531073	0.50009237379	0.438390204508	0.278207106155	0.213947210279	0.21391830954	0.22623188618
AADACL2-AS1,MIR548H2_chr3:151469352	0	0.498751843954	0.493577675926	0.438135547745	0.285358288267	0.214658693208	0.213863892018	0.217035586458
AADACL2-AS1,MIR548H2_chr3:151471055	0	0.495394908076	0.497044783198	0.439221179789	0.276765238614	0.215061837758	0.213425147151	0.228519750014
AADACL2-AS1,MIR548H2_chr3:151482388	0	0.494553480293	0.496227412217	0.440202084636	0.281614287198	0.219986627539	0.219231155997	0.232070877729
AADACL2-AS1_chr3:151577483	0	0.497948943599	0.497916495247	0.436048602434	0.269956778902	0.214571710992	0.213783020754	0.228796346193
AADACL2-AS1_chr3:151587633	0	0.499474267133	0.49916574692	0.439002871275	0.279160651788	0.216624609322	0.215216429484	0.22863692385
AADACL2-AS1_chr3:151612980	0	0.496485872719	0.498710019398	0.440283033429	0.28204602723	0.219567973625	0.21950648281	0.232557409086
AADACL2-AS1_chr3:151639452	0	0.496454366397	0.49800153288	0.438445640512	0.276983474514	0.213052023422	0.21409879072	0.227338660637
AADACL2-AS1_chr3:151646562	0	0.500117816103	0.495059990595	0.439053725644	0.276131776838	0.213071165169	0.213746662934	0.226441945648
AADACL3_chr1:12775512	0	0.497833870811	0.500732381675	0.44058699119	0.283279635101	0.219837911765	0.220173684655	0.231897904745
AADACL3_chr1:12775570	0	0.496996720057	0.497312128391	0.435130244779	0.276842345804	0.218010806117	0.217250768496	0.230095901764
ABCA11P_chr4:438635	0	0.498926779763	0.498053409163	0.440367336077	0.284114804585	0.22003296974	0.220389461337	0.234074179881
ABCA11P_chr4:450304	0	0.496383778389	0.498824892947	0.441593256799	0.283409665706	0.220672437854	0.220751561662	0.233999004172
ABCA13_chr7:48237938	0	0.495839671547	0.498644632977	0.437610063854	0.275514940957	0.213251522529	0.213961911188	0.228079112923
ABCA17P_chr16:2395661	0	0.496357542851	0.501079971051	0.438531869071	0.276796418557	0.214548844375	0.212882080265	0.228121608359
ABCA17P_chr16:2397642	0	0.496758857022	0.496584906703	0.43837751684	0.28040430475	0.218400005925	0.218517991102	0.230854367296
ABCA17P_chr16:2397735	0	0.496670867249	0.497309603789	0.432184435266	0.275247532592	0.217331038099	0.216837480161	0.230666636654
ABCA17P_chr16:2407444	0	0.496136348189	0.4972462372	0.441365410702	0.283662672751	0.219560482969	0.219210135649	0.231257581455
ABCA17P_chr16:2431402	0	0.496743429532	0.496473336991	0.440204430601	0.280542518396	0.220146556647	0.219284119638	0.23422789238
ABCA17P_chr16:2452733	0	0.495721349592	0.495724188539	0.440705269465	0.283568617433	0.219927974544	0.219699699915	0.232035136584
ABCA17P_chr16:2455161	0	0.497238470775	0.497170919	0.440222869157	0.283216369107	0.220427122864	0.219981471838	0.232616325894
ABCA17P_chr16:2459760	317	0.497547594789	0.498318886441	0.44159863724	0.287618634416	0.219414829637	0.219529849388	0.229231780059
ABCA9_chr17:67031441	351	0.500513553605	0.499975564842	0.4672167943	0.305401109113	0.224096449229	0.224109957689	0.230918758105
ABCC13_chr21:15656729	0	0.497510265779	0.501591554346	0.438196147121	0.275016436885	0.214929819726	0.212746793207	0.229119006672
ABCC3_chr17:48769529	0	0.500182108576	0.501303581169	0.438111504232	0.275785612723	0.214272627514	0.212117374649	0.227671891339
ABCC4_chr13:95673785	0	0.500093734159	0.497651375432	0.438913825799	0.279986505134	0.216411701248	0.215230221254	0.228081898202
ABCC6P1_chr16:18586892	0	0.495400472374	0.501635253915	0.440936853775	0.283075737327	0.218572938391	0.219182887496	0.229961400447
ABCC6P1_chr16:18591589	0	0.496964360694	0.495326624576	0.438867803296	0.277810450641	0.215881494376	0.214023618221	0.228287028823
ABCC6P2_chr16:14915294	0	0.497926511954	0.497726684845	0.436458423778	0.274774292791	0.213571722485	0.213725191139	0.227231064993
ABCC6P2_chr16:14918641	0	0.496605603606	0.496535007479	0.438717203401	0.279398383776	0.216326447876	0.214717733213	0.227973954121
ABCE1_chr4:146051342	0	0.497190810355	0.496718538294	0.441083861496	0.283933455658	0.220597061882	0.220684732307	0.232593365196
ABCG2_chr4:89011197	0	0.494641017444	0.497007104879	0.440819875674	0.284147249918	0.218889983477	0.219037656629	0.230964744618
ABCG2_chr4:89011232	0	0.495986555474	0.49709543094	0.441034392685	0.281711119972	0.218883628826	0.219046883001	0.232444127313
ABCG2_chr4:89011237	0	0.497721784342	0.496579243974	0.440923805644	0.280920935024	0.21903764929	0.218590588832	0.232922610118
ABHD11_chr7:73150662	0	0.498387108406	0.499182092537	0.440264142029	0.283013205571	0.219784218896	0.219142658996	0.231885352066
ABHD11_chr7:73150663	0	0.497602922424	0.497953905591	0.440776493772	0.282206395897	0.21882489632	0.218801474891	0.231459830346
ABHD12_chr20:25372280	0	0.496701635718	0.495592792919	0.441132935347	0.282294388304	0.219582087702	0.219460161363	0.2311887691
ABHD4_chr14:23080781	0	0.49819191729	0.497916305736	0.440457519487	0.282204921121	0.219185117931	0.219341126956	0.231817817067
ABL1_chr9:133730365	0	0.495644385597	0.501154287059	0.442657603364	0.288996109626	0.222030539795	0.221080175335	0.231768941729
ACADSB_chr10:124814917	0	0.499663170484	0.497621124947	0.438487719411	0.280895713668	0.216790621084	0.215601694306	0.227309806788
ACADSB_chr10:124815194	0	0.495338617744	0.501289363168	0.432066672528	0.248270963885	0.214271839371	0.213140851967	0.239425544962
ACHE_chr7:100490211	0	0.497206706184	0.497946477569	0.440029366464	0.280378156165	0.218478550743	0.218232514891	0.231401463995
ACHE_chr7:100490212	0	0.495220114163	0.498472420882	0.440097682014	0.281960795914	0.219085915719	0.218700189304	0.231554646349
ACLY_chr17:40061891	0	0.498270939102	0.497850633719	0.438427956441	0.27708960157	0.21521465537	0.212804281455	0.227891258809
ACOX2_chr3:58490270	0	0.49527218519	0.497119936498	0.442085984966	0.283927632516	0.219996282932	0.220212770684	0.231938901535
ACP6_chr1:147124316	0	0.497097754564	0.500005626824	0.439992266058	0.283252489487	0.220298461241	0.220882173341	0.233904209706
ACPP_chr3:132077637	0	0.498432696202	0.494267840944	0.437279269858	0.275158694268	0.214817605362	0.212213398471	0.227702602489
ACPT_chr19:51295531	0	0.49865951567	0.496803495763	0.441605688182	0.28410874231	0.220154131142	0.219848448463	0.231215885918
ACSL3_chr2:223807767	0	0.498960903711	0.498343506254	0.440414122891	0.28402236424	0.220031473185	0.219971267881	0.232199313822
ACSM2B_chr16:20552030	0	0.495723538056	0.49519698553	0.436908171611	0.273731196718	0.212883280095	0.213664009592	0.227491824572
ACSM3_chr16:20803331	0	0.496273189416	0.501620214734	0.43846381405	0.27512591484	0.213303649717	0.213491931627	0.227511695512
ACTA2-AS1_chr10:90692948	0	0.498458178855	0.500552970322	0.437511167398	0.276996532265	0.21408130706	0.214156927238	0.227479480686
ACTG1P17_chr15:83408890	0	0.49782308659	0.498526484213	0.441404898895	0.284334827573	0.220261657183	0.220234083182	0.23285180865
ACTG1P17_chr15:83408898	0	0.497685225849	0.496467000957	0.440576650178	0.281850626202	0.218798195274	0.218403651311	0.23069936256
ACTL6A_chr3:179306017	0	0.494193253179	0.496790650788	0.43870306392	0.277084463973	0.213587591122	0.214004221179	0.226862128651
ADAM11_chr17:42847100	0	0.495469112959	0.499421680116	0.441320758821	0.282786770894	0.219773251942	0.21929793411	0.23178517504
ADAM20P1_chr14:70943345	453	0.497407715195	0.500130177679	0.446214495453	0.321443602553	0.216476968672	0.216395093198	0.193950868887
ADAM20P1_chr14:70944995	0	0.497842815175	0.501174497631	0.438373274966	0.274717439372	0.212914896001	0.213568442605	0.227915840996
ADAM20_chr14:70989955	21	0.499666315606	0.500036297698	0.459264301087	0.362828013593	0.223052211856	0.224238854425	0.192596800821
ADAM22_chr7:87760731	0	0.497488495966	0.497778306247	0.440112745074	0.282423027464	0.220554216206	0.219423461744	0.233198595782
ADAM3A_chr8:39380028	0	0.495175715521	0.495302734898	0.440778470295	0.282057239968	0.219444714588	0.219041642555	0.232634303484
ADAM3A_chr8:39380056	0	0.499878945377	0.496961021416	0.439970199779	0.283445538543	0.220390027582	0.220680037482	0.233566988282
ADAM5_chr8:39229701	0	0.496738833226	0.495616213439	0.440137572872	0.282938396637	0.220184852991	0.219980454704	0.232252214814
ADAM9_chr8:38899588	0	0.496248263522	0.497877704321	0.44112339975	0.284897777151	0.220804388095	0.221042658915	0.234462675654
ADAMTS10_chr19:8644458	0	0.496149434001	0.500659275298	0.438955282432	0.279595043983	0.215455562292	0.215533937678	0.227838304803
ADAMTS10_chr19:8675683	0	0.492904885329	0.497575902802	0.440361131812	0.281941334526	0.219682916791	0.219339429653	0.231182947857
ADAMTS12_chr5:33892100	0	0.498679843006	0.497541487094	0.436452849698	0.277578448748	0.217622073785	0.217483916608	0.229979536484
ADAMTS7_chr15:79067055	0	0.499713845877	0.496851149598	0.441682745106	0.282963056227	0.219649334971	0.219497193181	0.232146649461
ADAMTS9-AS1_chr3:64556202	0	0.495756299571	0.496176043298	0.440666762957	0.28360860191	0.220801015601	0.220419164068	0.232661024841
ADAMTS9-AS2,MIR548A2_chr3:64728390	0	0.496285264234	0.494927085898	0.44093567326	0.28292102133	0.219460100447	0.219126249339	0.232569694266
ADAMTS9-AS2,MIR548A2_chr3:64779121	191	0.496966421302	0.500352934792	0.438666463155	0.291762690641	0.214666776593	0.214071456252	0.213045541004
ADAMTS9-AS2,MIR548A2_chr3:64820494	0	0.494603340273	0.497179814263	0.437985498847	0.276484139725	0.214420712284	0.214743265647	0.227877769555
ADAMTS9-AS2,MIR548A2_chr3:64821154	0	0.497962604954	0.501466881515	0.440488418442	0.28169499361	0.219935994383	0.219520202656	0.231903700275
ADAMTS9-AS2,MIR548A2_chr3:64844600	0	0.50067128508	0.495577024653	0.439906767216	0.280284841668	0.219258838893	0.220159164337	0.232619868359
ADAMTS9-AS2,MIR548A2_chr3:64854815	0	0.494532735287	0.496764203781	0.441153767705	0.284627451839	0.219319864465	0.218884776983	0.230689368147
ADAMTS9-AS2_chr3:64694645	0	0.500816861411	0.501665304434	0.439322283064	0.277508119039	0.213661241096	0.214306500122	0.226221567222
ADAMTS9-AS2_chr3:64975776	0	0.495678458043	0.498831523406	0.438607496711	0.276821174848	0.215051820518	0.213387920084	0.227652644941
ADAMTSL2_chr9:136440686	0	0.498084252631	0.499459004396	0.438052591867	0.282946168141	0.215029117872	0.214522296494	0.220159359127
ADAMTSL4-AS1_chr1:150541725	0	0.496528845786	0.49808262846	0.440353326589	0.282439361088	0.219443530317	0.219431309873	0.233185173298
ADARB2_chr10:1228289	0	0.497065231647	0.497256628744	0.439177801805	0.282314614977	0.21609694737	0.215769331642	0.224564779438
ADARB2_chr10:1228295	0	0.497948696727	0.501475980475	0.440953090529	0.283400077978	0.219868164355	0.219970401202	0.232034812904
ADARB2_chr10:1228310	64	0.497653929336	0.49874020388	0.443051340289	0.297740199494	0.216949749426	0.216957093034	0.218886084575
ADCK2_chr7:140372619	0	0.49750226271	0.499355468693	0.4413728271	0.283991612317	0.219806180051	0.218988138139	0.23253400914
ADCY10P1_chr6:41080741	50	0.498912433202	0.500367672231	0.450606908136	0.306116672681	0.236714254866	0.242033409783	0.247875705016
ADCY10P1_chr6:41099467	0	0.499325748593	0.496864482295	0.437561797186	0.275713751575	0.213064187162	0.213746389053	0.227379336972
ADCY10P1_chr6:41107533	0	0.496080328883	0.500157569993	0.437157877832	0.274749940551	0.213237326434	0.213059949197	0.227025659227
ADCY6_chr12:49160377	326	0.493974161219	0.498025873013	0.440211811498	0.297854651507	0.214416407817	0.214577915574	0.208611691296
ADD3-AS1_chr10:111734466	0	0.500989273112	0.501195273259	0.43949246797	0.280610869081	0.219514698307	0.219374531569	0.232814951637
ADD3-AS1_chr10:111734519	0	0.494421238344	0.497250151365	0.440409601701	0.283060474351	0.219696802462	0.220300381201	0.231400821439
ADGRA1-AS1_chr10:134899327	0	0.498649164055	0.49660292957	0.437700302562	0.275974838114	0.214664410226	0.212455039757	0.227809715956
ADGRA2_chr8:37692902	0	0.495086473957	0.498407232567	0.442035604926	0.284628457454	0.221015500878	0.220129712273	0.233907298829
ADGRB1_chr8:143625069	0	0.49503181235	0.501084763101	0.440937871359	0.284028215636	0.22014319103	0.219113343454	0.232459697167
ADGRE4P_chr19:6960613	0	0.498338150241	0.498197838206	0.440596533815	0.284223044355	0.220076434788	0.219925649023	0.233035877288
ADGRE4P_chr19:6976589	0	0.493259297206	0.496217388465	0.439454472986	0.279027251865	0.217891834094	0.216269299799	0.229605955064
ADGRE4P_chr19:6982456	0	0.497180173685	0.495665819357	0.441058532582	0.284748931151	0.221778114616	0.22142511583	0.234348527665
ADGRF2_chr6:47649484	0	0.494457617776	0.494399295283	0.438027767684	0.275460124615	0.213422056953	0.213764435261	0.227488188273
ADGRG5_chr16:57610499	0	0.501028836341	0.497951528164	0.440116228107	0.282700761695	0.218997930429	0.218517470883	0.232104757802
ADGRL3-AS1_chr4:63009039	0	0.494848857609	0.495650862582	0.44119923935	0.284861819752	0.21963487361	0.220141388746	0.230971926841
ADGRL3_chr4:62758479	0	0.497351599688	0.499128888604	0.441180558086	0.282887078839	0.220295970935	0.220432493932	0.233846079335
ADI1_chr2:3520343	0	0.496631293544	0.497067240521	0.439733938098	0.281514011879	0.219013296974	0.218862565795	0.232230549977
ADIPOR1_chr1:202909185	0	0.497692627246	0.495633769466	0.439726219261	0.282516639548	0.21952627395	0.219153322893	0.232628036642
ADIPOR2_chr12:1898358	0	0.497142669155	0.497278232312	0.441143320673	0.282133790843	0.219215528366	0.219319313412	0.231754440768
ADORA1_chr1:203098310	170	0.497027002402	0.499428065509	0.459579528065	0.361327112787	0.226856846113	0.228027671615	0.203519539016
ADORA2A-AS1,SPECC1L-ADORA2A_chr22:24836078	0	0.496608369502	0.496983872128	0.439790418539	0.279819839338	0.216978617575	0.216905530869	0.230431188683
ADORA2A-AS1_chr22:24826932	0	0.501277350221	0.494946422005	0.438766684444	0.278488603615	0.215100509699	0.213756116325	0.22654145162
ADORA2A-AS1_chr22:24866818	0	0.494423781193	0.499650024818	0.442406603262	0.284006214738	0.220286389551	0.220522381951	0.232109850502
ADPRH_chr3:119298223	0	0.493756761594	0.496428353164	0.439132237748	0.276820926671	0.215747044851	0.213908775162	0.229320973898
AFAP1_chr4:7795459	0	0.495797458035	0.497138886915	0.437989985677	0.278042282609	0.215380126123	0.213692012254	0.226572800868
AFF2_chrX:148078831	0	0.496957071763	0.497918955344	0.441357822101	0.283279250221	0.220352769247	0.220050486706	0.232448454497
AFF4_chr5:132216499	0	0.497656910372	0.499205965021	0.439906980456	0.282694466557	0.220003003234	0.21960378295	0.233065086051
AFG3L1P_chr16:90048896	0	0.495629469011	0.49807669201	0.441823888587	0.28173922025	0.219354313295	0.218783702265	0.231093641496
AFG3L1P_chr16:90051249	0	0.495460919523	0.502809024818	0.437131161892	0.274189703072	0.213226457056	0.213176817082	0.227987002405
AFG3L1P_chr16:90054195	0	0.497916581967	0.501340275565	0.440413542149	0.283055613331	0.220327748205	0.219627038275	0.232316523896
AGAP12P_chr10:49218870	0	0.498318790233	0.499377977387	0.440594461445	0.283710745294	0.220653964017	0.219254768297	0.232022387246
AGAP1_chr2:237041288	0	0.498283191592	0.496436885851	0.438837973059	0.277297372977	0.213465940882	0.213856624436	0.226841690496
AGAP7P_chr10:51470340	0	0.498318646089	0.497807634343	0.434007699676	0.244044615661	0.21893014403	0.218529859334	0.257340621364
AGBL1-AS1_chr15:86846292	0	0.494475151752	0.499198337489	0.437507209298	0.27588588495	0.21341627261	0.214292363876	0.228309629261
AGBL1-AS1_chr15:86847540	0	0.500513486402	0.500189612494	0.437525805132	0.277120225337	0.213503177746	0.213614456369	0.22666766994
AGBL4-IT1_chr1:49843720	0	0.494954466493	0.496522782606	0.42762996861	0.224614270658	0.214054372919	0.212489119392	0.253216937254
AGBL4-IT1_chr1:49846367	0	0.50072133091	0.499071933352	0.440361518348	0.28190110014	0.219635539567	0.219609627143	0.232840621
AGBL4-IT1_chr1:49929991	0	0.498692561389	0.495127049157	0.438623988831	0.277023226119	0.214718047282	0.212790122436	0.227700610349
AGGF1_chr5:76360863	0	0.498715642387	0.498124405709	0.43803261378	0.275214413902	0.213381960478	0.213662008763	0.228059382224
AGMAT_chr1:15899110	0	0.49523415253	0.499313362721	0.441485169529	0.282324892673	0.220342983049	0.219728646209	0.232574292137
AGMAT_chr1:15899201	0	0.496141507212	0.497196253662	0.439384346772	0.281846343007	0.219935625374	0.219196134494	0.231174418555
AGXT2;PRLR_chr5:35048242	0	0.496067310792	0.49993485305	0.437996551255	0.275151269675	0.213199023187	0.213672083779	0.227541072021
AHNAK2_chr14:105414067	0	0.497500353775	0.498400172866	0.432954473318	0.253297664224	0.214324526879	0.213535584778	0.237559774537
AHNAK_chr11:62288069	0	0.496251236761	0.497556184281	0.440984409753	0.281454340251	0.219520910818	0.218976494716	0.23330556916
AHNAK_chr11:62295576	0	0.496457147118	0.49593969299	0.438508698014	0.277961988594	0.213524750344	0.214102453158	0.227215209401
AHNAK_chr11:62296071	111	0.497363886497	0.500512904491	0.441571650426	0.305057861783	0.215243370163	0.214686988195	0.204303048213
AHNAK_chr11:62296775	0	0.494769002481	0.499710119946	0.43761322811	0.276347832173	0.214867951461	0.213229153761	0.227429628479
AHSG_chr3:186336427	0	0.499404367663	0.500896114931	0.439347818738	0.278658593081	0.215124575582	0.21348073395	0.227954043577
AICDA_chr12:8755421	0	0.497045772756	0.498768716683	0.438905348903	0.279998601412	0.217080310379	0.215996725996	0.228869536647
AIM1L_chr1:26671412	0	0.495648815575	0.497696990707	0.438191521928	0.277195081606	0.213943330231	0.214267911313	0.227221243029
AIRN_chr6:160424970	106	0.495731317731	0.500172787766	0.455103331544	0.325623383068	0.249483408367	0.260757459657	0.259495412651
AK4_chr1:65692482	0	0.499358095836	0.495757044847	0.446327985093	0.27020185428	0.232378625575	0.232977761781	0.275174997688
AK7_chr14:96857709	0	0.497818413676	0.499444973519	0.437565138051	0.277389037623	0.215119595331	0.213409163379	0.227277709883
AKAP7_chr6:131455932	0	0.495291189386	0.498424106649	0.441011217157	0.284775276231	0.220620728046	0.219825353433	0.232262254235
AKAP7_chr6:131605325	0	0.496815202995	0.497527601605	0.433267071118	0.277491452882	0.216941122316	0.216559742911	0.229328338827
AKIP1,ST5_chr11:8932500	110	0.496127138131	0.49546374521	0.444433979252	0.293194521371	0.229124743012	0.227394722832	0.238868018814
AKR1B10_chr7:134211526	0	0.497999606256	0.499352489252	0.438918195817	0.27684268141	0.212689846157	0.213995940792	0.226361734717
AKR1B15_chr7:134264964	0	0.497770067855	0.496344210103	0.437112700387	0.275643051826	0.214792240296	0.212448983481	0.227205646316
